Month,production,diff_1,Retrive
1974-05,162.2,3.0,162.2
1974-06,123.1,-39.099999999999994,123.1
1974-07,130.0,6.900000000000006,130.0
1974-08,150.1,20.099999999999994,150.1
1974-09,169.4,19.30000000000001,169.4
1974-10,179.7,10.299999999999983,179.7
1974-11,182.1,2.4000000000000057,182.1
1974-12,194.3,12.200000000000017,194.3
1975-01,161.4,-32.900000000000006,161.4
1975-02,169.4,8.0,169.4
1975-03,168.8,-0.5999999999999943,168.8
1975-04,158.1,-10.700000000000017,158.1
1975-05,158.5,0.4000000000000057,158.5
1975-06,135.3,-23.19999999999999,135.3
1975-07,149.3,14.0,149.3
1975-08,143.4,-5.900000000000006,143.4
1975-09,142.2,-1.200000000000017,142.2
1975-10,188.4,46.20000000000002,188.4
1975-11,166.2,-22.200000000000017,166.2
1975-12,199.2,33.0,199.2
1976-01,182.7,-16.5,182.7
1976-02,145.2,-37.5,145.2
1976-03,182.1,36.900000000000006,182.1
1976-04,158.7,-23.400000000000006,158.7
1976-05,141.6,-17.099999999999994,141.6
1976-06,132.6,-9.0,132.6
1976-07,139.6,7.0,139.6
1976-08,147.0,7.400000000000006,147.0
1976-09,166.6,19.599999999999994,166.6
1976-10,157.0,-9.599999999999994,157.0
1976-11,180.4,23.400000000000006,180.4
1976-12,210.2,29.799999999999983,210.2
1977-01,159.8,-50.39999999999998,159.8
1977-02,157.8,-2.0,157.8
1977-03,168.2,10.399999999999977,168.2
1977-04,158.4,-9.799999999999983,158.4
1977-05,152.0,-6.400000000000006,152.0
1977-06,142.2,-9.800000000000011,142.2
1977-07,137.2,-5.0,137.2
1977-08,152.6,15.400000000000006,152.6
1977-09,166.8,14.200000000000017,166.8
1977-10,165.6,-1.200000000000017,165.6
1977-11,198.6,33.0,198.6
1977-12,201.5,2.9000000000000057,201.5
1978-01,170.7,-30.80000000000001,170.7
1978-02,164.4,-6.299999999999983,164.4
1978-03,179.7,15.299999999999983,179.7
1978-04,157.0,-22.69999999999999,157.0
1978-05,168.0,11.0,168.0
1978-06,139.3,-28.69999999999999,139.3
1978-07,138.6,-0.700000000000017,138.6
1978-08,153.4,14.800000000000011,153.4
1978-09,138.9,-14.5,138.9
1978-10,172.1,33.19999999999999,172.1
1978-11,198.4,26.30000000000001,198.4
1978-12,217.8,19.400000000000006,217.8
1979-01,173.7,-44.10000000000002,173.7
1979-02,153.8,-19.899999999999977,153.8
1979-03,175.6,21.799999999999983,175.6
1979-04,147.1,-28.5,147.1
1979-05,160.3,13.200000000000017,160.3
1979-06,135.2,-25.100000000000023,135.2
1979-07,148.8,13.600000000000023,148.8
1979-08,151.0,2.1999999999999886,151.0
1979-09,148.2,-2.8000000000000114,148.2
1979-10,182.2,34.0,182.2
1979-11,189.2,7.0,189.2
1979-12,183.1,-6.099999999999994,183.1
1980-01,170.0,-13.099999999999994,170.0
1980-02,158.4,-11.599999999999994,158.4
1980-03,176.1,17.69999999999999,176.1
1980-04,156.2,-19.900000000000006,156.2
1980-05,153.2,-3.0,153.2
1980-06,117.9,-35.29999999999998,117.9
1980-07,149.8,31.900000000000006,149.8
1980-08,156.6,6.799999999999983,156.6
1980-09,166.7,10.099999999999994,166.7
1980-10,156.8,-9.899999999999977,156.8
1980-11,158.6,1.799999999999983,158.6
1980-12,210.8,52.20000000000002,210.8
1981-01,203.6,-7.200000000000017,203.6
1981-02,175.2,-28.400000000000006,175.2
1981-03,168.7,-6.5,168.7
1981-04,155.9,-12.799999999999983,155.9
1981-05,147.3,-8.599999999999994,147.3
1981-06,137.0,-10.300000000000011,137.0
1981-07,141.1,4.099999999999994,141.1
1981-08,167.4,26.30000000000001,167.4
1981-09,160.2,-7.200000000000017,160.2
1981-10,191.9,31.700000000000017,191.9
1981-11,174.4,-17.5,174.4
1981-12,208.2,33.79999999999998,208.2
1982-01,159.4,-48.79999999999998,159.4
1982-02,161.1,1.6999999999999886,161.1
1982-03,172.1,11.0,172.1
1982-04,158.4,-13.699999999999989,158.4
1982-05,114.6,-43.80000000000001,114.6
1982-06,159.6,45.0,159.6
1982-07,159.7,0.09999999999999432,159.7
1982-08,159.4,-0.29999999999998295,159.4
1982-09,160.7,1.299999999999983,160.7
1982-10,165.5,4.800000000000011,165.5
1982-11,205.0,39.5,205.0
1982-12,205.2,0.19999999999998863,205.2
1983-01,141.6,-63.599999999999994,141.6
1983-02,148.1,6.5,148.1
1983-03,184.9,36.80000000000001,184.9
1983-04,132.5,-52.400000000000006,132.5
1983-05,137.3,4.800000000000011,137.3
1983-06,135.5,-1.8000000000000114,135.5
1983-07,121.7,-13.799999999999997,121.7
1983-08,166.1,44.39999999999999,166.1
1983-09,146.8,-19.299999999999983,146.8
1983-10,162.8,16.0,162.8
1983-11,186.8,24.0,186.8
1983-12,185.5,-1.3000000000000114,185.5
1984-01,151.5,-34.0,151.5
1984-02,158.1,6.599999999999994,158.1
1984-03,143.0,-15.099999999999994,143.0
1984-04,151.2,8.199999999999989,151.2
1984-05,147.6,-3.5999999999999943,147.6
1984-06,130.7,-16.900000000000006,130.7
1984-07,137.5,6.800000000000011,137.5
1984-08,146.1,8.599999999999994,146.1
1984-09,133.6,-12.5,133.6
1984-10,167.9,34.30000000000001,167.9
1984-11,181.9,14.0,181.9
1984-12,202.0,20.099999999999994,202.0
1985-01,166.5,-35.5,166.5
1985-02,151.3,-15.199999999999989,151.3
1985-03,146.2,-5.100000000000023,146.2
1985-04,148.3,2.1000000000000227,148.3
1985-05,144.7,-3.6000000000000227,144.7
1985-06,123.6,-21.099999999999994,123.6
1985-07,151.6,28.0,151.6
1985-08,133.9,-17.69999999999999,133.9
1985-09,137.4,3.5,137.4
1985-10,181.6,44.19999999999999,181.6
1985-11,182.0,0.4000000000000057,182.0
1985-12,190.0,8.0,190.0
1986-01,161.2,-28.80000000000001,161.2
1986-02,155.5,-5.699999999999989,155.5
1986-03,141.9,-13.599999999999994,141.9
1986-04,164.6,22.69999999999999,164.6
1986-05,136.2,-28.400000000000006,136.2
1986-06,126.8,-9.399999999999991,126.8
1986-07,152.5,25.700000000000003,152.5
1986-08,126.6,-25.900000000000006,126.6
1986-09,150.1,23.5,150.1
1986-10,186.3,36.20000000000002,186.3
1986-11,147.5,-38.80000000000001,147.5
1986-12,200.4,52.900000000000006,200.4
1987-01,177.2,-23.200000000000017,177.2
1987-02,127.4,-49.79999999999998,127.4
1987-03,177.1,49.69999999999999,177.1
1987-04,154.4,-22.69999999999999,154.4
1987-05,135.2,-19.200000000000017,135.2
1987-06,126.4,-8.799999999999983,126.4
1987-07,147.3,20.900000000000006,147.3
1987-08,140.6,-6.700000000000017,140.6
1987-09,152.3,11.700000000000017,152.3
1987-10,151.2,-1.1000000000000227,151.2
1987-11,172.2,21.0,172.2
1987-12,215.3,43.10000000000002,215.3
1988-01,154.1,-61.20000000000002,154.1
1988-02,159.3,5.200000000000017,159.3
1988-03,160.4,1.0999999999999943,160.4
1988-04,151.9,-8.5,151.9
1988-05,148.4,-3.5,148.4
1988-06,139.6,-8.800000000000011,139.6
1988-07,148.2,8.599999999999994,148.2
1988-08,153.5,5.300000000000011,153.5
1988-09,145.1,-8.400000000000006,145.1
1988-10,183.7,38.599999999999994,183.7
1988-11,210.5,26.80000000000001,210.5
1988-12,203.3,-7.199999999999989,203.3
1989-01,153.3,-50.0,153.3
1989-02,144.3,-9.0,144.3
1989-03,169.6,25.299999999999983,169.6
1989-04,143.7,-25.900000000000006,143.7
1989-05,160.1,16.400000000000006,160.1
1989-06,135.6,-24.5,135.6
1989-07,141.8,6.200000000000017,141.8
1989-08,159.9,18.099999999999994,159.9
1989-09,145.7,-14.200000000000017,145.7
1989-10,183.5,37.80000000000001,183.5
1989-11,198.2,14.699999999999989,198.2
1989-12,186.8,-11.399999999999977,186.8
1990-01,172.0,-14.800000000000011,172.0
1990-02,150.6,-21.400000000000006,150.6
1990-03,163.3,12.700000000000017,163.3
1990-04,153.7,-9.600000000000023,153.7
1990-05,152.9,-0.799999999999983,152.9
1990-06,135.5,-17.400000000000006,135.5
1990-07,148.5,13.0,148.5
1990-08,148.4,-0.09999999999999432,148.4
1990-09,133.6,-14.800000000000011,133.6
1990-10,194.1,60.5,194.1
1990-11,208.6,14.5,208.6
1990-12,197.3,-11.299999999999983,197.3
1991-01,164.4,-32.900000000000006,164.4
1991-02,148.1,-16.30000000000001,148.1
1991-03,152.0,3.9000000000000057,152.0
1991-04,144.1,-7.900000000000006,144.1
1991-05,155.0,10.900000000000006,155.0
1991-06,124.5,-30.5,124.5
1991-07,153.0,28.5,153.0
1991-08,146.0,-7.0,146.0
1991-09,138.0,-8.0,138.0
1991-10,190.0,52.0,190.0
1991-11,192.0,2.0,192.0
1991-12,192.0,0.0,192.0
1992-01,147.0,-45.0,147.0
1992-02,133.0,-14.0,133.0
1992-03,163.0,30.0,163.0
1992-04,150.0,-13.0,150.0
1992-05,129.0,-21.0,129.0
1992-06,131.0,2.0,131.0
1992-07,145.0,14.0,145.0
1992-08,137.0,-8.0,137.0
1992-09,138.0,1.0,138.0
1992-10,168.0,30.0,168.0
1992-11,176.0,8.0,176.0
1992-12,188.0,12.0,188.0
1993-01,139.0,-49.0,139.0
1993-02,143.0,4.0,143.0
1993-03,150.0,7.0,150.0
1993-04,154.0,4.0,154.0
1993-05,137.0,-17.0,137.0
1993-06,129.0,-8.0,129.0
1993-07,128.0,-1.0,128.0
1993-08,140.0,12.0,140.0
1993-09,143.0,3.0,143.0
1993-10,151.0,8.0,151.0
1993-11,177.0,26.0,177.0
1993-12,184.0,7.0,184.0
1994-01,151.0,-33.0,151.0
1994-02,134.0,-17.0,134.0
1994-03,164.0,30.0,164.0
1994-04,126.0,-38.0,126.0
1994-05,131.0,5.0,131.0
1994-06,125.0,-6.0,125.0
1994-07,127.0,2.0,127.0
1994-08,143.0,16.0,143.0
1994-09,143.0,0.0,143.0
1994-10,160.0,17.0,160.0
1994-11,190.0,30.0,190.0
1994-12,182.0,-8.0,182.0
1995-01,138.0,-44.0,138.0
1995-02,136.0,-2.0,136.0
1995-03,152.0,16.0,152.0
1995-04,127.0,-25.0,127.0
1995-05,151.0,24.0,151.0
1995-06,130.0,-21.0,130.0
1995-07,119.0,-11.0,119.0
1995-08,153.0,34.0,153.0
